farm_name,lat,lon
j4IhY,36.0588,-72.14709
2SwHF,35.36677,-72.14643
Zcsnw,36.62309,-72.1434
l3I1S,34.66388,-72.14331
liyzw,35.76567,-72.14236
M2EHT,35.64442,-72.14182
kqZgR,33.7,-72.14082
razci,35.06618,-72.13943
SVPhn,34.0773,-72.13658
9Dy4C,33.83484,-72.13311
BDYS1,36.30417,-72.13179
eliAS,34.04538,-72.13016
YK656,37.07643,-72.12296
FgXGL,37.08054,-72.12172
YQZXx,36.88105,-72.11996
fJYEA,35.86831,-72.11911
3Yo4G,33.67618,-72.11782
ren5m,36.94471,-72.11463
ktGWW,36.79695,-72.11433
1H2gZ,36.25038,-72.11097
WyJ2k,33.54749,-72.10733
TcpWH,33.71203,-72.10204
K5evm,35.57368,-72.10193
uUVVJ,37.2216,-72.1014
FMFIN,34.9111,-72.10004
ZlCVw,35.74774,-72.09942
lN8ok,36.7376,-72.09745
TH0oE,36.81068,-72.09513
zP0ZI,34.67359,-72.09374
jgUT8,34.93499,-72.09211
TWzOt,36.47507,-72.09208
NNbip,34.67876,-72.09134
3IT6R,36.20605,-72.0893
dtp8Y,37.12781,-72.08917
U8pu9,33.93877,-72.08845
B6YhH,36.70754,-72.08824
eLtS1,34.4193,-72.08692
g7FAD,34.22351,-72.08586
Sooms,33.89225,-72.08567
nyncB,37.41221,-72.08553
6nQzF,34.04738,-72.08505
tDzOb,36.21825,-72.08336
OnKwb,35.77555,-72.08302
X4VK5,34.68271,-72.08261
Auy8a,34.73643,-72.0822
p9nl8,37.13068,-72.0819
CmbJZ,36.27058,-72.07844
vy6ds,35.43341,-72.07713
25Oue,37.23094,-72.07675
OyPaQ,35.47597,-72.07493
0kHFB,37.14882,-72.07299
z6Rt2,35.96254,-72.06718
6aFM9,35.06852,-72.06683
F1LaF,36.43617,-72.0625
R15L3,35.23582,-72.06164
CxmjS,37.1985,-72.05955
j25hR,37.05658,-72.05856
s3pi6,34.9725,-72.05644
gVvkn,35.53367,-72.05476
lNRbv,36.04149,-72.05404
hXyM4,35.1714,-72.05403
S3ZXf,34.64633,-72.051
nbD3w,36.94791,-72.04954
V9YE3,35.024,-72.04413
6sdOa,35.07743,-72.04303
QnaKB,35.85698,-72.04259
QqDDt,36.68079,-72.03736
1mkDD,34.19861,-72.03693
DfYGD,34.96119,-72.0365
ivnMd,34.71739,-72.0348
ignbh,37.29043,-72.03217
6CcFf,35.6721,-72.03172
XAgsE,35.18354,-72.03083
tIU98,35.47047,-72.03063
7qeSl,33.64113,-72.02905
QX5Tz,37.23022,-72.02721
4cAIL,36.42245,-72.02447
gPe7k,35.00103,-72.02249
J02a5,35.14622,-72.02231
uXBAJ,37.11496,-72.01943
RBkBS,33.61276,-72.01813
G0Llr,33.63066,-72.01683
MS4BI,36.18353,-72.01427
8Idzi,34.2104,-72.01343
Hjog8,34.64519,-72.01214
27qO8,35.21684,-72.01105
9MvFV,35.94785,-72.01044
x1diQ,34.73142,-72.00899
S4FHq,34.92089,-72.00829
c5kzY,36.07207,-72.00685
9z5pq,36.68058,-72.00577
AF60F,36.4234,-72.00545
nI3aY,33.90552,-72.00366
pVR8N,34.41478,-72.00352
rUZak,35.79518,-72.00344
XfohJ,37.15437,-72.00244
A9dBH,34.89008,-72.00212
eNhki,37.46231,-72.0021
XyFSH,36.67678,-72.00051
pP9UO,34.86818,-71.99917
t3Mvs,35.62289,-71.99892
dOKK7,34.01384,-71.99602
B8U0M,34.42785,-71.99563
NVjLR,33.92068,-71.99537
wDOi4,35.65336,-71.99465
dI8iy,35.53484,-71.99434
vxfFU,35.95886,-71.99207
GkzP7,34.47675,-71.99095
6pN3E,34.32997,-71.99018
8UD6S,35.08704,-71.98728
pIkhd,34.09527,-71.98579
WbjPA,35.51035,-71.9847
diuu1,34.20286,-71.9845
6CYCi,35.50384,-71.98257
Vj4SL,36.83436,-71.98234
93i8s,35.69366,-71.98218
nKdwH,36.39634,-71.98116
5lXIV,35.04525,-71.98054
hi7WE,35.32157,-71.97938
T57a9,35.01698,-71.97619
8AKI7,35.70797,-71.97439
jMYgE,34.99408,-71.97372
NC9QE,36.29444,-71.97119
Mr5FL,34.2196,-71.96771
7WPgn,35.52476,-71.96622
GTnjp,33.65576,-71.96596
8T45A,35.48179,-71.9646
8JdFE,36.16029,-71.96175
38Tr3,33.85291,-71.9609
W1Ktr,34.97623,-71.96016
DmlDd,34.91367,-71.95898
I1zW7,37.15666,-71.95713
Zn3MG,35.68527,-71.95625
KmbM6,34.76318,-71.95514
8p66p,36.11982,-71.95438
3oyFi,34.02208,-71.95348
HvEu3,34.85619,-71.95323
5uCJ2,34.49967,-71.95221
a3Dti,36.98372,-71.94886
dTF5U,36.30374,-71.94828
XbcnP,35.44456,-71.948
bechi,33.65794,-71.94529
4Vlvo,37.26374,-71.94474
FHAUI,36.27673,-71.94272
qnp3X,34.3861,-71.94217
U4Ufo,37.43079,-71.93877
A7tH0,37.22945,-71.9384
NjKMG,36.53822,-71.9342
nweDA,34.86667,-71.93307
DGkRg,33.85368,-71.93233
vpPG8,37.34026,-71.93178
NDXTj,35.85989,-71.93163
WmT7F,35.46477,-71.92297
lkZMB,36.61389,-71.92234
JuQUs,35.2912,-71.92219
lvyFI,35.46652,-71.92217
i4fDc,35.61051,-71.9147
n2vdT,34.41989,-71.91398
WRiIq,34.47742,-71.91252
UQC1P,35.99435,-71.91218
DcW6B,33.99304,-71.91096
w310I,35.98416,-71.91083
eYJkV,35.17378,-71.91066
qbvWM,33.70648,-71.91028
6WsYx,36.12319,-71.90596
qCsFL,35.92563,-71.89928
LiGCS,34.49993,-71.89596
cnGFp,37.27353,-71.89528
TDFXZ,37.37723,-71.89186
17zS0,34.74725,-71.8862
AqUbZ,36.97895,-71.88466
sd3H2,36.61102,-71.88276
rdXIn,35.6923,-71.88268
knOTH,35.30283,-71.88213
nY8q4,34.45302,-71.88146
lcYbs,35.00767,-71.88072
wBwpP,33.5216,-71.87688
zHADX,35.37944,-71.87435
kAT2r,33.67947,-71.87128
1WuIq,34.37422,-71.86883
uhi3U,35.00838,-71.86695
hI8Su,35.69291,-71.86592
D1Taf,34.20037,-71.86196
BfFQD,35.02658,-71.86047
8I9pS,34.17792,-71.85988
eHSog,36.18737,-71.85948
M5lEB,35.04779,-71.85908
M4TAC,36.4625,-71.85793
vd3aa,34.6742,-71.85359
Xd0Y7,35.18507,-71.85203
EYShE,37.21795,-71.85186
Lml39,35.04977,-71.85161
Y8YQ7,36.57209,-71.84788
T4T1m,37.28688,-71.84609
pTrzR,35.4834,-71.84542
H7Yzq,36.40513,-71.84407
i3CPG,34.10838,-71.84286
g2Y1W,37.14027,-71.8411
mm1hD,37.19549,-71.83893
ZDlkG,37.4597,-71.83765
Ze6At,36.20048,-71.83616
nsKu2,34.65877,-71.83407
YG7Yp,34.74421,-71.82614
IEV7n,37.39599,-71.82542
27Myo,34.19141,-71.82439
FxLAL,37.13934,-71.81757
xlUvV,37.47846,-71.81731
yNWig,36.10625,-71.8139
KtZw9,35.34326,-71.81174
7z4GL,36.53158,-71.81135
iMXAW,36.51465,-71.81112
mLboe,34.19217,-71.8111
ii7ta,35.38006,-71.81093
D2yQ0,36.29046,-71.80985
NB1TT,37.00861,-71.80291
XZVoa,36.60088,-71.79931
Aajp5,37.30812,-71.79626
Z0m0P,33.50652,-71.79625
PpEcZ,36.74883,-71.79454
JhUCb,37.15844,-71.791
wKQKl,36.82767,-71.78925
dJ3v9,34.96543,-71.78511
8h60X,37.2674,-71.78436
Tw0vb,35.47412,-71.78242
HRyG0,36.45733,-71.78204
XYNMq,33.97616,-71.78162
Rbghu,33.58009,-71.7794
IR7Li,34.49625,-71.77873
cUcEN,35.92638,-71.77588
mY2ZX,35.92859,-71.77519
rgnNm,37.38539,-71.77513
pjzQo,33.68229,-71.77013
VgecR,36.24272,-71.76612
NUhNh,35.45297,-71.76578
6vAYV,35.35893,-71.76264
xEfIw,34.00556,-71.76232
BuXi1,36.84973,-71.76032
7MJgK,33.58495,-71.76002
F2bTZ,35.62539,-71.75682
4OVXh,36.70215,-71.75571
rbeI7,37.05159,-71.75458
sjror,34.13429,-71.75412
xnSqC,37.03532,-71.74956
IsBoh,34.39477,-71.74949
LU2Mg,36.01476,-71.74661
t4aSz,34.94926,-71.74643
Zl1z7,36.02971,-71.74638
Ksdt6,35.98893,-71.74595
NQrjt,37.33033,-71.74389
D6TZo,33.82301,-71.74251
VgYcA,33.95939,-71.73736
PZ93g,36.29277,-71.73613
tMINb,34.2972,-71.73567
EIaiD,34.34166,-71.73426
4ozl9,36.65323,-71.73099
WCZDu,34.06794,-71.73097
HB0qm,33.97366,-71.72968
IFJz6,37.48038,-71.72752
BVwHV,36.53447,-71.72679
qhWT8,34.79448,-71.72183
KmUux,36.47456,-71.71791
mNVeE,34.81693,-71.71698
8njmH,34.50738,-71.71628
IdEa2,36.07459,-71.7157
xVjsQ,34.9908,-71.71363
9n7lc,36.23914,-71.71067
QTScd,35.08274,-71.70994
68Fpx,37.18456,-71.70885
7SxVO,33.65112,-71.70377
aQHt7,37.13361,-71.7023
MZtGK,36.63243,-71.70198
ZCwc9,34.31731,-71.70158
lL4Ig,36.99323,-71.70102
qxkHg,35.49741,-71.69949
Si7ZT,35.45364,-71.69944
1Fm4J,37.12253,-71.69357
nQ7xN,34.47701,-71.68962
1nTNX,33.89648,-71.68922
mw5p1,33.72198,-71.68891
MnnKA,34.89828,-71.68824
FZLlv,34.88213,-71.68332
R7XVj,35.33733,-71.68331
wRuXl,37.33675,-71.68236
GsdFh,34.21627,-71.68112
Px95p,37.20649,-71.6805
JYdGt,33.69829,-71.67841
Bdbku,36.90434,-71.67785
xzeli,34.07075,-71.67754
fpG58,36.34972,-71.67576
7OAjy,36.04985,-71.67129
UPZyA,34.00816,-71.67103
u2GW0,37.48789,-71.66955
izpyG,36.22615,-71.66919
aka8l,33.55137,-71.66831
vYLiA,34.3152,-71.66199
ppAOQ,36.22212,-71.66071
9X9ho,34.89799,-71.66021
UTiv4,33.65087,-71.65983
JDBoF,36.33971,-71.65828
hmooF,36.77215,-71.65805
9yJfF,35.53106,-71.6553
mk3Gh,35.29337,-71.65431
djw25,36.94688,-71.65366
pVBKU,36.26253,-71.65315
JG2Ce,33.68174,-71.65254
PGDBH,33.60093,-71.64992
rjZ8d,37.04009,-71.64937
x2RIN,35.98439,-71.64496
pg6bF,37.30835,-71.64376
TzkhP,37.13251,-71.64297
ViAWr,36.61166,-71.64239
9rHVs,35.91543,-71.64176
3ZQIA,36.87029,-71.64152
q3AxV,34.42992,-71.64128
rTGzt,33.68943,-71.63623
eoe6b,35.08573,-71.62746
97xln,36.44918,-71.62709
9GV3I,36.83501,-71.62583
veIqS,33.85807,-71.62547
xVjgd,35.53509,-71.62488
hCLvT,36.5649,-71.62198
KGmDs,36.31689,-71.62099
Tjdge,35.45252,-71.62071
qyw0E,36.28597,-71.62023
TGs2a,37.18164,-71.62021
dZ6Ag,34.76522,-71.62004
p6hCu,34.80096,-71.61997
FrcpI,34.8799,-71.61401
R0gp2,33.58489,-71.61361
UaUG6,37.14971,-71.61183
ieKBo,35.916,-71.6105
LiSBN,33.89921,-71.60952
iUA2B,37.45105,-71.60931
t9gID,37.18464,-71.60863
cLyoT,36.37223,-71.60576
AwxoR,37.14032,-71.60514
ZmAy2,36.1968,-71.60423
49nkD,36.28075,-71.6019
KfKuz,35.53066,-71.60022
LcM2c,36.71247,-71.59777
kACnV,34.4351,-71.5972
lLMtn,33.99103,-71.59639
k5I7L,33.91878,-71.5947
Zllsg,33.99415,-71.5936
68PEy,34.23425,-71.59072
G7Vle,35.33811,-71.58806
HTkHy,33.97635,-71.58649
CRP7q,35.15136,-71.58633
FePXY,34.04946,-71.58566
5Myb5,33.8524,-71.58549
9pSRY,34.87891,-71.58209
VlxNa,34.59137,-71.58041
dKqBG,37.10048,-71.57982
Krnfu,36.85672,-71.57971
hLCFh,34.20041,-71.57849
cpKt2,37.06701,-71.57769
xN1VA,34.28104,-71.57546
qpHp7,33.90077,-71.57391
MIsGO,37.06927,-71.57275
V4HPH,36.03082,-71.57151
vqtP6,37.214,-71.56736
MHxQA,37.40378,-71.56647
Wy6dq,35.43612,-71.56561
dkwLd,33.50567,-71.56476
8gHOy,37.00983,-71.56236
ZwJMW,33.89527,-71.56186
0AAXJ,33.59579,-71.5606
hL8wW,34.43032,-71.55975
ZKS5G,34.25423,-71.55954
81Fxg,34.9959,-71.55911
1MdO6,34.24904,-71.559
YCnzm,35.32823,-71.55829
M4gzl,33.75091,-71.55648
gMAkr,36.08756,-71.54885
7xZdo,36.65362,-71.5488
QbEE5,36.61117,-71.54859
e6GuS,33.73512,-71.54483
LwccN,35.02005,-71.54384
OncZ3,35.68244,-71.54185
STz7h,34.37412,-71.53932
4blRa,34.99342,-71.53868
5ezD8,34.32601,-71.53714
8yRm5,34.90346,-71.53435
y5o9T,36.40446,-71.53434
zQuiG,37.25261,-71.52984
XQCKq,36.64681,-71.52552
RTo6Q,35.16552,-71.52481
V9e0K,37.41788,-71.52135
KGwIE,33.95462,-71.52051
P5tF1,33.75838,-71.51897
KNhjp,35.67971,-71.51826
rgd69,36.12473,-71.51823
TEDlH,36.20107,-71.51741
kyJWd,34.87817,-71.51719
O6rK1,36.7651,-71.51601
3hze5,33.69253,-71.51457
FQDli,37.06084,-71.51283
M0dKC,34.29277,-71.51259
PdnKr,36.0166,-71.51236
Wuxds,37.10166,-71.51192
3haTk,36.77011,-71.50552
SD2JM,36.72699,-71.50455
E9lov,36.49741,-71.5044
E1cfw,37.03799,-71.50135
eXaAL,36.25604,-71.49977
WGryr,34.74964,-71.49868
2K6EP,36.79907,-71.49728
vV2gf,35.0052,-71.49521
3891c,35.03119,-71.49457
9mLZA,36.49123,-71.49436
AcxQP,35.15913,-71.49402
F5qLa,37.04577,-71.4906
rDmH7,36.88467,-71.48903
H26VO,33.84964,-71.48813
q9qbj,37.37696,-71.48631
xSzSg,34.17528,-71.48198
m5J6L,34.92236,-71.48053
q2Dx4,37.46567,-71.47658
6Izml,33.55474,-71.47519
wBVbl,36.13966,-71.47356
Cnbgs,34.48008,-71.473
Fg9c6,37.30641,-71.47074
PXAWc,34.42237,-71.4704
kjhF7,37.42586,-71.47019
KJARw,36.13345,-71.47
zuHBZ,35.77519,-71.46526
CUTNw,35.64787,-71.46382
QDTrb,33.54013,-71.46341
ma5q8,36.809,-71.46309
nA8lv,34.64775,-71.46096
d19oQ,35.14339,-71.46089
enfUN,34.38016,-71.46021
ayfwk,35.11463,-71.45514
e2p9y,37.21159,-71.45464
nIvnm,36.93778,-71.45346
NnuFJ,36.5016,-71.45208
LcjDf,33.74599,-71.45045
wdfMp,34.13589,-71.44819
CweBg,33.97308,-71.44555
FU502,34.31022,-71.44535
dIQaJ,35.82459,-71.44474
INYwH,35.37573,-71.44417
zhHRm,33.93973,-71.44406
O0Jhw,34.84568,-71.44267
5zRED,37.0069,-71.44205
YzyjW,36.64551,-71.44187
qAUgy,34.27351,-71.44151
ITqY2,35.37142,-71.43694
QpAWb,33.58371,-71.43684
fpnxy,34.56309,-71.43678
bmuof,34.67197,-71.43443
jDbTw,35.37781,-71.43437
z50mK,34.28445,-71.43333
JJxS4,37.11524,-71.43314
578Vz,34.65905,-71.43278
vinxW,35.40004,-71.43241
SQMF5,35.13248,-71.43223
nYawJ,37.15471,-71.43031
WuUpn,35.79638,-71.42978
okF4z,36.86506,-71.4281
vijRg,35.13156,-71.42417
t1Zlw,34.40268,-71.42307
bHs2J,34.17997,-71.42277
zLqHf,36.88454,-71.42223
bm7ZL,36.10063,-71.41855
Zd18k,35.95646,-71.41649
p4vbJ,35.47189,-71.41324
vEthS,35.21297,-71.41289
jM5U0,36.66751,-71.41045
1q5SB,35.74961,-71.40991
IU8J1,34.01989,-71.40533
sC213,37.01139,-71.40263
dx1Vf,33.99952,-71.40196
TPL4U,35.28637,-71.39721
qt4dY,36.47929,-71.39645
CFzTN,36.10631,-71.393
qSu76,37.40738,-71.39219
DlbDQ,33.94582,-71.39215
776WB,35.41654,-71.38989
iFE2G,33.89718,-71.38988
GhyUH,35.70227,-71.38795
UDp7A,35.66838,-71.38707
kDrmM,36.4461,-71.38704
SDmZx,36.02584,-71.38399
bFksH,34.2847,-71.38363
57oJo,36.20522,-71.38351
zI0T2,35.86269,-71.3833
v191o,34.53881,-71.381
n9v9Z,35.53726,-71.37966
PFpfq,33.97272,-71.37907
wzBYn,36.67384,-71.37833
s02pr,34.75575,-71.37773
tnjce,34.68839,-71.37768
92aT3,33.86306,-71.37714
Nwu41,35.59434,-71.37688
4miPE,35.59839,-71.37537
Vgi6s,37.31332,-71.37471
bdm04,35.98613,-71.37261
aEdIN,33.65572,-71.3699
JQRXD,33.71096,-71.36749
z4I4U,37.196,-71.36749
XnwgN,37.13832,-71.3666
c1ZWB,35.09717,-71.36645
DpWHF,35.08129,-71.36567
AgI8g,36.34843,-71.364
sQaXZ,36.34776,-71.364
kmnhN,35.16937,-71.36135
j31h9,35.19041,-71.36021
Qb0tG,34.12753,-71.35848
gdlOz,37.18007,-71.35804
lGs2b,37.38555,-71.35606
ayc3S,34.04298,-71.35579
uRVuu,34.7748,-71.35543
fRgf3,35.55314,-71.3541
SXli2,34.37492,-71.35348
0SGqr,36.55939,-71.3528
rvvnp,34.59713,-71.35119
OAaHt,33.85186,-71.3506
ADZOS,34.13745,-71.34979
FomHP,34.92231,-71.34778
c0ST1,34.26077,-71.34662
QQbwf,35.30255,-71.34076
bsmsp,36.8079,-71.33833
QpkYd,36.49241,-71.3361
uqG0d,34.70902,-71.33257
jaXKe,37.27903,-71.33157
culfV,34.77923,-71.32958
r9O4S,37.05362,-71.32802
maNTU,36.77649,-71.32459
YYL1M,36.48589,-71.32341
3qvRL,36.7517,-71.32258
w8JVt,36.37263,-71.32106
6laXO,36.97419,-71.32099
nhZEy,36.82317,-71.3206
QZCUQ,35.05444,-71.31845
sW9fz,35.16261,-71.31622
C8ZxA,34.38564,-71.3162
eYSiA,35.09764,-71.31565
on52w,36.66914,-71.31504
ziILR,33.64177,-71.31203
K28Ql,36.6681,-71.30896
664UR,34.2881,-71.30869
UKbBq,34.14751,-71.30833
CVXUr,33.55453,-71.30589
Wd2zx,34.70072,-71.30545
kE5AI,36.54157,-71.30487
4HJjo,34.60141,-71.30308
zDLyM,35.70541,-71.30295
SYyGl,35.77703,-71.29824
DdYjw,36.18975,-71.29666
QKhiX,37.32005,-71.29401
iAwCw,34.87371,-71.29364
UMBJQ,35.51865,-71.29299
LAZzm,34.29974,-71.29205
1n6vz,35.45802,-71.29158
8nXKJ,35.51227,-71.29136
lHUJL,37.01773,-71.28879
g1M61,35.79198,-71.28799
k5kQf,36.0333,-71.28769
6RL2j,33.74068,-71.28668
Ts484,35.42474,-71.28664
5bliA,34.57938,-71.28638
oRbml,33.85757,-71.2846
j6CNK,37.36433,-71.28355
QOtgL,35.71381,-71.28268
xBHjn,33.95687,-71.28097
muQ1m,35.69418,-71.27978
zxYH1,36.91065,-71.27942
IX5Ej,34.28835,-71.27784
mdHtW,34.86663,-71.27772
JqvHW,33.82415,-71.2735
J5hQs,36.02179,-71.27297
ABcvX,33.66227,-71.27035
KImc0,35.3055,-71.27035
5Zmy4,35.79916,-71.26825
2MJ70,37.26208,-71.26768
qSzEd,34.3761,-71.26696
paNqB,36.23977,-71.26577
Kdlqq,35.87274,-71.26526
64Qdl,35.66137,-71.26338
pAof3,35.85933,-71.26284
VNBj6,34.78252,-71.26163
hv9TW,34.68955,-71.26088
hniok,36.48624,-71.25836
1iygD,35.89073,-71.25424
BF0RV,35.39439,-71.2519
ipPWt,34.90546,-71.24958
xws9b,36.71902,-71.24866
uM1dc,35.67274,-71.24714
Embw0,36.63521,-71.24661
MTTxz,34.87128,-71.24628
wCU3F,34.09137,-71.2436
6loUA,36.1376,-71.24344
oEQW3,33.66943,-71.24194
TZ58Y,35.14989,-71.24083
MzIXP,37.19552,-71.23859
fVCqu,33.59723,-71.23829
EwUW9,36.82243,-71.23512
gwTMp,33.78263,-71.23489
k63zD,34.34896,-71.23461
ZrVk7,33.9682,-71.23443
3q8qE,35.60436,-71.23408
4r4f0,37.49318,-71.23391
qRhh5,34.68029,-71.23287
ujDPg,33.95109,-71.231
sCTVg,33.9878,-71.22853
TJxS2,35.80914,-71.22826
EzzTD,36.6083,-71.2244
YmR2k,34.4901,-71.22428
oQfbh,35.75681,-71.22268
63Xf4,34.47222,-71.22075
py8R9,34.42641,-71.2207
4ezUB,35.80143,-71.21913
DaXTZ,35.40007,-71.21885
hr0EC,34.20002,-71.21788
nrddt,34.45306,-71.21563
drWkJ,35.04304,-71.21484
eVnxu,36.79447,-71.20953
wn4QQ,34.61548,-71.20952
LCsCK,34.38158,-71.20857
aF6pJ,37.39249,-71.20533
kWPhr,36.06309,-71.20205
JERhp,34.68177,-71.20204
93Vlw,36.68446,-71.19994
q1ZZN,33.57238,-71.1963
xmlD4,36.73099,-71.19624
J1vnX,37.08837,-71.19539
f6tHI,35.31598,-71.19515
oRGTd,36.94747,-71.19039
AflM4,34.85767,-71.18696
5YfGy,34.83734,-71.18507
wqRkJ,36.44369,-71.18504
2Xsnu,33.87548,-71.18494
483yl,36.39389,-71.18462
pncIQ,34.41143,-71.18301
6gwOP,34.90353,-71.18091
w3V19,37.18948,-71.17634
TQpU4,35.70367,-71.17576
MzZwI,35.99227,-71.17523
uhtAN,36.13122,-71.1744
O6xaP,36.59387,-71.17321
lJCzP,34.19084,-71.17284
FVmwG,35.3771,-71.17221
mhLLw,34.25518,-71.17128
rjmQY,34.8334,-71.16676
ZDjCW,37.38435,-71.16651
8l42F,36.79768,-71.16599
GQsnv,36.20516,-71.16576
gqgVn,35.38792,-71.16476
m75hi,33.84288,-71.16443
O8tYI,36.41039,-71.16163
YlYjl,35.92084,-71.16078
e2xFU,33.63813,-71.15284
0zt25,34.51577,-71.15149
Lq1Sl,34.19887,-71.14887
jk5yY,36.28096,-71.14641
5Dxu9,33.61306,-71.14592
vPpnB,34.06191,-71.14236
Xwm4y,34.26394,-71.14104
T5LIg,35.75603,-71.13858
LKJLk,34.56504,-71.13817
xerH8,34.68826,-71.1371
9VtfB,35.10584,-71.13617
UCwBE,35.58917,-71.13281
eiBiN,36.6656,-71.13135
EGjE7,36.61703,-71.13075
r523t,35.72397,-71.12895
puJ0S,37.41422,-71.12615
4S3yc,35.22665,-71.12586
Q4Idw,34.60209,-71.12562
agCdx,36.89747,-71.12346
oQBjz,35.63985,-71.12077
ylGMw,35.1657,-71.12021
F3RIZ,36.04473,-71.11712
3n4mz,37.09379,-71.11599
5WdAP,36.49512,-71.11448
gsayH,36.4179,-71.11409
9Ddwt,33.74363,-71.11376
MiXis,37.48759,-71.11372
F5ZBQ,33.59965,-71.11279
ACW4Z,37.29727,-71.10927
GigYW,36.53022,-71.10729
aseV7,34.66826,-71.10579
o5hu9,34.04674,-71.10398
s32KJ,33.72699,-71.10221
sfJyz,36.36132,-71.09949
KJSE6,36.26199,-71.09822
AadyT,33.58236,-71.0928
NiZpr,37.16018,-71.09253
gV5IU,35.89114,-71.0905
r3eCh,33.70216,-71.08778
dghww,34.77438,-71.08389
A4wKz,33.82354,-71.08325
JDrgH,35.11734,-71.08156
Scg2m,35.28014,-71.07681
bZxUC,33.6929,-71.07647
ag1Iz,35.58215,-71.07497
7Vob2,35.04581,-71.07336
0rzPz,34.33628,-71.07313
fzskK,35.06813,-71.07192
2WTnp,36.9828,-71.07136
3enWG,34.61296,-71.07112
BLu9J,36.99764,-71.06915
KLn2l,33.97802,-71.06478
PJsVX,37.0761,-71.0647
6saPf,35.59211,-71.06456
RxN80,36.91183,-71.06422
1oW48,33.55593,-71.06297
d4gqH,36.65619,-71.06145
65nGB,33.71864,-71.05984
G2El3,37.23087,-71.05851
n1V4X,37.35185,-71.05623
9slNh,35.37616,-71.05606
HU9O2,37.16969,-71.05606
hAdjE,36.80577,-71.05487
NfMWZ,37.16873,-71.05264
WI0Fs,33.77664,-71.05229
XEmz6,36.86345,-71.05111
RVaep,36.81228,-71.04831
OxfNZ,34.16386,-71.04639
1Zhov,37.34735,-71.04438
CVuLX,37.23923,-71.04291
su8vd,34.39948,-71.04201
CER9n,37.28695,-71.04035
ByPqe,35.07244,-71.03887
HvBh2,34.62134,-71.03623
Mm9iz,35.02876,-71.03474
1ptaS,34.93246,-71.03462
WQOf4,35.90007,-71.03331
8uNf1,34.65747,-71.0325
2MvUR,35.26683,-71.03191
lmPYC,34.3977,-71.0308
XnRbA,36.79716,-71.03024
MncRg,33.94697,-71.02808
jNDrU,34.24241,-71.02642
mSA4R,36.96507,-71.02587
Drzt1,37.2526,-71.02287
EhBb4,36.94964,-71.0228
UefbK,34.07083,-71.02041
v8HDC,35.90903,-71.01989
vnHdY,35.28645,-71.01843
YfEXC,35.72463,-71.01836
yV5Ht,35.14644,-71.01408
ltoiX,37.06961,-71.01229
m1JjZ,36.49897,-71.01176
PsXmK,35.00208,-71.00667
oGaWP,34.65176,-71.00332
4GqrH,34.38163,-71.00191
oHCCC,35.49792,-71.00161
JJn0W,36.60486,-71.00105
S1K6I,35.44314,-70.99899
rIr0z,34.09774,-70.99855
i0duW,35.97944,-70.99825
FgRP7,34.80248,-70.99667
eNVWx,34.35722,-70.99663
4CruB,36.25178,-70.99008
cMIA7,37.30474,-70.99006
VbFch,33.61841,-70.98849
vhfJW,34.4799,-70.98767
2CyHx,36.09114,-70.98719
h6lxf,33.83006,-70.98524
VX5xz,33.78188,-70.98509
NA8Nw,33.66944,-70.98371
ABeNP,33.70071,-70.98262
yis6H,36.121,-70.97695
cLqOv,34.64077,-70.9764
078Ld,35.24076,-70.97475
asIL6,33.53201,-70.97277
XKBKW,35.91036,-70.965
7Qx6W,35.99228,-70.9644
7dhTL,36.12096,-70.96395
EX9UQ,35.13935,-70.95929
2fQtY,35.87747,-70.95889
vNeUC,37.36338,-70.95635
cr0Dz,35.95001,-70.95509
hSmWs,35.13386,-70.95337
AV4yP,34.36224,-70.95163
NTLMT,33.65597,-70.94981
kci1C,36.50656,-70.94914
rUwIv,36.24394,-70.94788
nE97X,35.45815,-70.94568
kjCxd,35.23773,-70.94384
qNBGk,36.32971,-70.94377
Ifofa,34.39822,-70.94007
oB0wY,33.52847,-70.93976
OcnHU,36.21131,-70.9363
9IrD0,37.08043,-70.93601
ST1Ai,34.86507,-70.93566
NcfU1,34.43681,-70.93453
c5J8Q,34.31729,-70.93349
I6yVj,34.66544,-70.93188
249Sj,37.07617,-70.93117
R3IZ9,36.59425,-70.92759
51KjN,34.95279,-70.92732
Sf24t,36.86266,-70.92531
9Exwr,35.69359,-70.92505
oAuHr,35.08555,-70.92478
ynRlV,36.3956,-70.92396
l33TH,34.12534,-70.92181
gWbon,36.09348,-70.92086
SLBKs,34.77757,-70.92079
yK3p5,37.42867,-70.92038
vzmlK,35.97016,-70.91947
oSRX0,34.09125,-70.91861
76F53,34.26888,-70.91762
BeYLM,36.64262,-70.91749
HPdQL,35.42235,-70.91587
Xq1vQ,35.26055,-70.91569
3Eq3W,36.56357,-70.91461
v4cZt,36.8719,-70.91306
ObaIF,35.74806,-70.91278
HVs1a,35.53374,-70.9123
obXLu,35.15616,-70.91058
UFh7Z,35.85387,-70.90764
ztu49,34.71377,-70.90475
QGrax,36.80598,-70.9014
13nwF,34.00414,-70.90069
4I4BK,35.47166,-70.89664
N2SmS,35.99124,-70.896
cNb0S,37.2079,-70.89414
mbQd4,37.31728,-70.89129
xIpGG,36.44733,-70.88995
JWuRA,34.75117,-70.88889
LLFQP,35.20561,-70.88776
YSt0Y,37.17738,-70.87095
UnCDZ,34.29558,-70.87056
p210e,33.59582,-70.87016
